num_l	meter	ces_3	ces_4	ces_5	ces_6	ces_7
566	11	3NA	4épC	5NA	6NA	7NA
567	11	3NA	4épC	5NA	6NA	7NA
568	11	3NA	4épC	5NA	6NA	7NA
569	10	3NA	4ma	5ma	6ma	7NA
570	11	3NA	4épC	5NA	6NA	7NA
571	10	3ly	4ma	5ma	6ej	7ly
572	10	3ma	4ma	5ma	6NA	7ej
573	11	3NA	4épC	5NA	6NA	7NA
574	11	3NA	4NA	5NA	6épC	7NA
575	10	3ly	4NA	5ma	6ej	7ly
576	10	3NA	4ma	5ma	6NA	7ma
577	10	3NA	4ma	5NA	6ej	7ly
578	10	3NA	4ma	5ma	6NA	7NA
579	11	3NA	4épC	5NA	6NA	7NA
580	10	3ma	4ma	5NA	6ma	7NA
581	11	3NA	4épC	5NA	6NA	7NA
582	10	3ma	4ma	5NA	6NA	7ej
583	11	3NA	4épC	5NA	6NA	7épC
584	11	3NA	4épC	5NA	6NA	7épC
585	11	3NA	4épC	5NA	6NA	7épC
586	12	3NA	4NA	5NA	6NA	7NA
587	11	3NA	4épC	5NA	6NA	7NA
588	10	3NA	4ma	5ma	6ma	7ma
589	11	3NA	4épC	5NA	6NA	7NA
590	10	3NA	4ma	5ma	6ma	7ej
591	10	3ej	4ly	5ma	6ej	7ly
592	10	3NA	4ma	5NA	6ej	7ly
593	10	3NA	4ma	5NA	6ma	7ma
594	10	3NA	4ej	5ly	6NA	7NA
595	10	3NA	4ma	5NA	6ma	7ma
596	10	3NA	4ej	5ly	6NA	7épV
597	11	3NA	4épC	5NA	6épC	7NA
598	11	3NA	4épC	5NA	6NA	7NA
599	11	3NA	4épC	5NA	6NA	7NA
600	10	3ma	4ma	5ma	6ma	7ej
601	10	3NA	4ma	5ma	6ma	7ma
602	11	3NA	4NA	5NA	6NA	7NA
603	12	3NA	4NA	5NA	6NA	7NA
604	10	3NA	4ma	5NA	6ej	7ly
605	11	3NA	4épC	5NA	6NA	7NA
606	11	3NA	4épC	5NA	6NA	7NA
607	11	3NA	4épC	5NA	6NA	7NA
608	11	3NA	4épC	5NA	6NA	7épC
609	9	3NA	4NA	5NA	6NA	7NA
610	9	3NA	4NA	5NA	6NA	7NA
611	10	3NA	4ma	5NA	6ej	7ly
612	10	3NA	4ma	5NA	6NA	7ej
613	10	3NA	4ma	5ej	6ly	7ma
614	11	3NA	4épC	5NA	6NA	7NA
615	11	3NA	4épC	5NA	6NA	7NA
616	10	3NA	4ma	5ma	6ma	7épV
617	10	3NA	4ma	5NA	6NA	7NA
618	11	3NA	4épC	5NA	6NA	7NA
619	11	3NA	4épC	5NA	6NA	7NA
620	14	3NA	4NA	5NA	6NA	7NA
